game,base_ctilde,dec_marginal,dec_contribution,dec_random,dec_occupancy,marginal_wins,group,base_loss,new_loss,delta_loss,loss_increased,frac_marginal_wins,disagree_top1,disagree_top2,mean_dec_marginal,mean_dec_contribution,mean_dec_random,mean_dec_occupancy,viol_2a,frac_non_increase_2b,frac_rise_2c,counterex_2c,drift_count,drift_example
6.0,,,,,,,3,0.4541414466625525,0.4541758682750926,3.4421612540080915e-05,1.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.4539895220024545,-0.00015192466009800176,0.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.4532713506078922,-0.0008700960546603187,0.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.4518681451609118,-0.0022733015016407343,0.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.4518347081971976,-0.002306738465354896,0.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.45411411948815356,-2.732717439896115e-05,0.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.4523125922293736,-0.001828854433178928,0.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.4540752782133171,-6.616844923540421e-05,0.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.4546942042143135,0.0005527575517609851,1.0,,,,,,,,,,,,,
6.0,,,,,,,3,0.4541414466625525,0.4543699906220324,0.0002285439594799099,1.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.46442261130252116,-0.00027873637467873413,0.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.4647886148340299,8.726715682999542e-05,1.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.464481838528142,-0.00021950914905788377,0.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.46473178110961494,3.0433432415044592e-05,1.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.4615244484795788,-0.003176899197621097,0.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.4648707554201625,0.00016940774296259065,1.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.4630725936752842,-0.0016287540019156999,0.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.4646427428897438,-5.860478745611797e-05,0.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.4617306873814156,-0.0029706602957843,0.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.46107774725213485,-0.0036236004250650433,0.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.46265546401598373,-0.0020458836612161635,0.0,,,,,,,,,,,,,
7.0,,,,,,,3,0.4647013476771999,0.4648916591755735,0.00019031149837361871,1.0,,,,,,,,,,,,,
8.0,,,,,,,3,0.5341941099280565,0.5341912492078073,-2.8607202492425543e-06,0.0,,,,,,,,,,,,,
8.0,,,,,,,3,0.5341941099280565,0.5342771151332099,8.300520515336363e-05,1.0,,,,,,,,,,,,,
8.0,,,,,,,3,0.5341941099280565,0.5294949992689356,-0.004699110659120875,0.0,,,,,,,,,,,,,
